hmo_licence_reference,pcd,lat,long
HMOM/20/63562,NW2 2NE,51.5695,-0.2078
HMOM/21/63784,NW11 9NS,51.5793,-0.2067
HMOME/21/63937,NW9 6QJ,51.5857,-0.2453
HMOM/21/64894,N11 3HU,51.6154,-0.1523
HMOME/21/63948,N3 2HH,51.5995,-0.1881
HMOME/21/63978,N3 3BD,51.5911,-0.1921
HMOM/21/64978,N20 0DD,51.628,-0.1586
HMOM/20/63553,EN5 2BP,51.6425,-0.1872
HMOAA/20/63627,N11 1DD,51.6231,-0.138
HMOAA/20/63628,N11 3QA,51.6128,-0.145
HMOAA/20/63667,N20 0BA,51.6302,-0.1567
HMOM/21/64974,HA8 7AU,51.6149,-0.2754
HMOM/21/65055,NW11 0EG,51.5835,-0.2015
HMOM/21/63876,NW4 3NB,51.5789,-0.2245
HMOM/21/65036,NW11 8JL,51.5742,-0.198
HMOM/21/65044,N3 1EX,51.6067,-0.1963
HMOM/21/65056,NW4 3UY,51.5824,-0.2291
HMOM/21/63764,N12 0PT,51.6095,-0.17
HMOM/21/65088,NW11 8PR,51.5711,-0.2074
HMOME/20/63569,HA8 9QJ,51.6168,-0.2629
HMOM/21/64591,NW2 1AY,51.5719,-0.2151
HMOAA/21/63823,HA8 9JJ,51.6103,-0.2692
HMOM/21/64686,NW4 2RR,51.589,-0.2171
HMOME/21/65297,NW9 5DL,51.5921,-0.257
HMOM/22/65552,EN5 2SL,51.6474,-0.2151
HMOM/21/64897,N12 0LN,51.6115,-0.1596
HMOM/21/65186,N12 8PY,51.6183,-0.1787
HMOM/21/65295,HA8 9LG,51.6142,-0.2664
HMOM/21/63713,NW11 7TH,51.5812,-0.1984
HMOM/22/65457,HA8 0LQ,51.6012,-0.2668
HMOM/22/65457,NW4 3XU,51.5834,-0.229
HMOME/20/63670,NW4 3XU,51.5834,-0.229
HMOAA/21/63868,NW9 7DE,51.5783,-0.2408
HMOM/21/64796,N12 9DE,51.6161,-0.1751
HMOM/21/65259,N12 0BD,51.6079,-0.1772
HMOME/21/65289,N3 2LG,51.596,-0.185
HMOM/22/65781,NW11 7SY,51.5699,-0.1874
HMOME/22/65784,NW2 2NB,51.5692,-0.2087
HMOME/20/63560,NW11 0NR,51.5795,-0.1991
HMOM/20/63573,N2 9DA,51.5927,-0.1636
HMOM/21/64151,NW4 1SJ,51.5932,-0.225
HMOM/21/64206,NW4 4LE,51.5894,-0.2263
HMOM/21/65148,N3 3RP,51.5969,-0.1997
HMOAA/21/63792,NW9 7AY,51.5738,-0.2397
HMOAA/21/63935,NW4 3LU,51.5815,-0.2271
HMOM/21/64505,NW2 2AR,51.5651,-0.1983
HMOM/22/65581,NW4 4UA,51.5913,-0.2342
HMOM/22/65702,EN4 8HS,51.6454,-0.1502
HMOME/20/63620,NW2 1DA,51.5682,-0.2212
HMOAA/21/64122,NW4 4DP,51.5897,-0.2229
HMOM/22/65439,NW2 2AA,51.5636,-0.1981
HMOME/22/65789,NW9 6DT,51.5891,-0.2469
HMOM/21/63991,N20 0RS,51.6243,-0.1551
HMOM/21/64045,NW4 4RS,51.5863,-0.2322
HMOM/21/64201,EN5 5JG,51.6508,-0.1786
HMOME/21/65291,N3 3RY,51.596,-0.1999
HMOM/22/65472,NW11 7SH,51.5704,-0.1895
HMOAA/21/63757,NW11 9JX,51.587,-0.2077
HMOM/21/65200,NW4 2SH,51.5879,-0.2146
HMOAA/20/63625,N3 3NB,51.5944,-0.1978
HMOME/21/63962,NW2 2HY,51.5622,-0.1971
HMOM/22/65420,N3 3BD,51.5911,-0.1921
HMOME/22/65736,NW7 2JP,51.6116,-0.2465
HMOME/21/63958,NW2 1BB,51.5718,-0.2138
HMOM/21/65339,N3 3BD,51.5911,-0.1921
HMOM/22/65690,EN5 2JQ,51.652,-0.2035
HMOM/22/65690,NW4 1LL,51.5998,-0.2096
HMOME/22/65716,NW4 1LL,51.5998,-0.2096
HMOME/21/63973,NW11 9NJ,51.5785,-0.206
HMOM/22/65629,NW9 4AX,51.5947,-0.2506
HMOM/20/63666,NW9 5AZ,51.596,-0.2615
HMOME/20/63669,NW4 4LD,51.5891,-0.2259
HMOM/21/63879,NW11 9RJ,51.5737,-0.2083
HMOM/21/64298,NW9 6EJ,51.5883,-0.2424
HMOM/22/65467,NW4 3HX,51.5792,-0.2348
HMOM/20/63564,NW2 6QE,51.56,-0.2186
HMOAA/21/63711,N20 9JN,51.6349,-0.1654
HMOM/21/64132,N3 2LJ,51.6008,-0.1941
HMOM/21/64142,NW11 0PU,51.5811,-0.1994
HMOM/21/64202,EN5 2LT,51.6443,-0.2102
HMOM/21/64419,N3 3RY,51.596,-0.1999
HMOME/22/65478,NW2 2HR,51.5613,-0.1969
HMOM/21/63864,NW4 2SH,51.5879,-0.2146
HMOM/21/64525,NW4 1HS,51.5977,-0.2224
HMOM/22/65455,NW11 7EL,51.5802,-0.1972
HMOM/22/65509,NW4 3QP,51.5797,-0.2237
HMOAA/21/63820,NW2 1PG,51.5672,-0.215
HMOM/21/64692,NW11 9ES,51.5779,-0.2076
HMOM/21/64698,NW9 5DL,51.5921,-0.257
HMOM/21/64698,EN4 9EY,51.6488,-0.1591
HMOM/21/65039,EN4 9EY,51.6488,-0.1591
HMOM/21/65329,NW4 1DL,51.5894,-0.2198
HMOM/22/65374,NW11 9ST,51.5753,-0.2079
HMOM/22/65432,NW11 8DL,51.5642,-0.197
HMOM/22/65604,HA8 9AL,51.6104,-0.2737
HMOM/21/64031,HA8 9UX,51.6163,-0.269
HMOME/21/64130,N3 2HX,51.6007,-0.1832
HMOM/21/65288,NW2 1JP,51.5765,-0.216
HMOM/21/63947,NW4 3PG,51.5771,-0.2305
HMOME/21/63951,N3 3BD,51.5911,-0.1921
HMOME/21/63964,N3 3BD,51.5911,-0.1921
HMOM/22/65651,N3 3BD,51.5911,-0.1921
HMOME/21/63838,NW4 3QY,51.5791,-0.2221
HMOME/22/65458,EN5 2HE,51.6521,-0.1987
HMOME/22/65510,HA8 8LL,51.6159,-0.2777
HMOM/21/63744,NW4 3UU,51.5824,-0.2279
HMOME/21/64457,N12 8HT,51.6164,-0.1832
HMOM/22/66205,N3 3BD,51.5911,-0.1921
HMO/22/66456,NW9 7HS,51.5832,-0.2506
HMOME/22/66252,NW11 8BB,51.5752,-0.2026
HMOM/22/66432,NW11 9ED,51.5753,-0.2143
HMOM/22/66062,NW11 9DP,51.5735,-0.2095
HMOM/22/66234,NW9 5AP,51.5951,-0.2587
HMOM/22/66022,N3 3RW,51.5965,-0.1999
HMOM/22/66235,NW4 2AS,51.5871,-0.2158
HMOM/22/66297,NW11 8SL,51.566,-0.2075
HMOM/22/66009,N2 9EL,51.5901,-0.1619
HMOME/22/66000,N14 5AX,51.6285,-0.1414
HMOM/22/65862,NW2 1BE,51.5712,-0.216
HMOM/22/66036,N2 9DS,51.5936,-0.1611
HMOM/22/66286,N2 0NJ,51.5898,-0.1696
HMOM/22/65940,NW11 9EE,51.5744,-0.2123
HMOM/22/66043,NW11 0EL,51.5851,-0.2045
HMOME/22/66143,NW4 2AD,51.5863,-0.2191
HMOM/22/66254,NW11 8SR,51.5634,-0.2125
HMOM/22/66201,NW4 1BN,51.5898,-0.221
HMOM/22/66237,NW11 0QB,51.5817,-0.1993
HMOME/22/66268,N3 2ST,51.5965,-0.1882
HMOME/22/65994,NW4 1SH,51.595,-0.2256
HMOM/22/66042,NW11 9DU,51.5745,-0.2111
HMOAA/22/66131,NW4 2AD,51.5863,-0.2191
HMOME/22/66460,NW4 3NH,51.5822,-0.2266
HMOM/22/65987,HA8 9QF,51.6179,-0.2672
HMOM/22/66288,NW4 4SD,51.587,-0.2371
HMOME/22/65928,NW11 0QX,51.5835,-0.2
HMOM/22/65992,NW2 3LL,51.5559,-0.2124
HMOME/22/65996,N20 0UE,51.627,-0.1644
HMOME/22/66021,NW2 1AU,51.5716,-0.2157
HMOME/22/66034,NW4 1EU,51.5946,-0.2144
HMOM/22/65886,NW2 1DL,51.5676,-0.2193
HMOM/22/66200,NW2 2NG,51.5651,-0.2052
HMOM/22/66413,HA8 0BB,51.6012,-0.2676
HMOM/22/65873,N11 3JB,51.6144,-0.1536
HMOM/22/66065,NW2 1HS,51.561,-0.2056
HMOM/22/66007,N12 8SP,51.6197,-0.1831
HMOM/22/65859,N3 2SE,51.5996,-0.1905
HMOM/22/65937,NW4 2TL,51.5837,-0.2222
HMOME/22/65869,N20 8DU,51.6304,-0.1821
HMOME/22/66016,N20 9LJ,51.6316,-0.1767
HMOM/22/66020,NW11 9EE,51.5744,-0.2123
HMOM/22/66299,NW4 4JL,51.5914,-0.2335
HMOM/22/66035,N3 2AT,51.6023,-0.1761
HMOM/22/66213,EN5 2EE,51.6474,-0.1947
HMOME/22/66257,EN4 8JR,51.6359,-0.1482
HMOM/22/66073,NW2 2LX,51.5628,-0.2049
HMOME/22/66199,NW7 3BU,51.6152,-0.2464
HMOM/22/65871,NW4 2HB,51.5836,-0.2196
HMOM/22/65879,N12 0JA,51.606,-0.1792
HMOM/22/66759,EN5 5UW,51.6528,-0.1997
HMOM/22/66509,NW11 7EL,51.5802,-0.1972
HMOM/22/66553,NW2 2NH,51.5645,-0.2029
HMOM/22/66596,N3 3NE,51.5945,-0.1966
HMOM/22/66596,NW2 1JP,51.5765,-0.216
HMOM/22/66642,NW2 1JP,51.5765,-0.216
HMOM/22/66661,HA8 9UP,51.615,-0.2743
HMOM/22/66682,EN5 1BS,51.6406,-0.1706
HMOM/22/66684,NW4 3BY,51.5858,-0.2298
HMOM/22/66645,HA8 0QT,51.6085,-0.2631
HMOM/22/66535,NW4 2SH,51.5879,-0.2146
HMOM/22/66544,NW4 3HG,51.5814,-0.2333
HMOM/22/66652,NW4 4LD,51.5891,-0.2259
HMOM/22/66652,NW9 6BA,51.5788,-0.2396
HMOM/22/66623,NW9 6BA,51.5788,-0.2396
HMOM/22/66771,N3 1EY,51.6064,-0.1964
HMOM/22/66510,NW4 4TR,51.6002,-0.2342
HMOM/22/66548,HA8 9QF,51.6179,-0.2672
HMOAA/22/66981,N3 2SH,51.5991,-0.1906
HMOAA/22/67602,HA8 0AJ,51.6035,-0.2688
HMOAA/22/67638,N12 0JE,51.6055,-0.1766
HMOM/22/67640,EN5 4DP,51.6546,-0.2144
HMOM/22/67642,NW4 3TU,51.5754,-0.2324
HMOM/22/66612,NW4 3HW,51.5747,-0.2284
HMOM/22/66644,NW7 3JR,51.621,-0.2547
HMOAA/22/66953,EN4 9JT,51.649,-0.155
HMOMA/22/67314,NW4 3PH,51.5775,-0.2316
HMO/22/67419,NW11 0DP,51.586,-0.2013
HMOAA/22/67525,N2 9PJ,51.5878,-0.1639
HMOAA/22/67589,NW4 1BY,51.5901,-0.217
HMOM/22/67629,NW2 2AA,51.5636,-0.1981
HMOAA/23/67698,NW2 1PG,51.5672,-0.215
HMOAA/23/67816,N2 8AY,51.59,-0.1672
HMOAA/22/67467,NW2 1EY,51.5571,-0.2145
HMOM/22/67590,NW4 3RD,51.5786,-0.2197
HMOM/22/66968,N12 7EA,51.6224,-0.1839
HMOAA/22/67112,NW4 1BN,51.5898,-0.221
HMOAA/22/67110,N2 8JW,51.5951,-0.1765
HMOAA/22/67202,N2 8JW,51.5951,-0.1765
HMOAA/22/67572,NW3 7TS,51.5639,-0.1964
HMOM/22/67300,N2 8JW,51.5951,-0.1765
HMOM/22/67353,NW2 1PE,51.5669,-0.2146
HMOM/22/66935,N14 5DS,51.6317,-0.144
HMOM/22/66971,NW2 1BX,51.5656,-0.2188
HMOAA/22/67432,N20 0QQ,51.6229,-0.1753
HMOM/22/66853,NW2 2QJ,51.5628,-0.198
HMOAA/22/67118,NW2 6QE,51.56,-0.2186
HMOAA/22/67515,NW4 2BL,51.5882,-0.2169
HMOM/22/67639,NW4 4BU,51.5868,-0.2288
HMOM/22/67063,NW11 8JY,51.5724,-0.1974
HMOM/22/67081,N3 2AN,51.602,-0.1761
HMOAA/23/67663,NW11 0PE,51.5772,-0.1998
HMOAA/23/67673,N11 3HT,51.6151,-0.1513
HMOM/22/66562,N10 1AP,51.605,-0.1495
HMOM/22/66589,NW2 6QE,51.56,-0.2186
HMOM/22/66589,NW11 8ND,51.5697,-0.1965
HMOM/22/66708,NW11 8ND,51.5697,-0.1965
HMOM/22/66957,HA8 7EL,51.6123,-0.2808
HMOM/22/66814,NW4 2RX,51.5891,-0.2159
HMOM/22/67048,NW7 2EL,51.6036,-0.2352
HMOM/22/67048,N12 8RT,51.6172,-0.1787
HMOAA/22/67299,N12 8RT,51.6172,-0.1787
HMOAA/22/67439,NW11 7ET,51.5789,-0.1972
HMOM/22/66989,NW2 3LL,51.5559,-0.2124
HMOAA/22/67264,NW11 0HL,51.5819,-0.2025
HMOAA/22/67505,N2 9AE,51.597,-0.1712
HMOM/22/67540,N2 9PN,51.5891,-0.1637
HMOM/22/66958,NW2 3LS,51.5564,-0.2114
HMOM/22/67352,NW4 4PH,51.5814,-0.2363
HMOAA/23/67674,N3 2SP,51.5981,-0.1878
HMOM/22/66931,NW4 4TD,51.5953,-0.2349
HMOAA/22/67235,NW11 8TB,51.5707,-0.1996
HMOM/22/67016,NW2 2SH,51.5587,-0.2082
HMOM/22/67021,NW7 2AA,51.6129,-0.2508
HMOAA/22/67446,NW4 4TR,51.6002,-0.2342
HMOAA/23/67688,N2 0SX,51.5925,-0.1775
HMOAA/23/67689,EN5 5EQ,51.6506,-0.1848
HMOM/22/66542,NW4 3AU,51.5842,-0.2292
HMOAA/22/67451,NW4 4TN,51.5999,-0.2349
HMOAA/23/67666,N2 9DX,51.5918,-0.1629
HMOMA/22/66999,N2 8NL,51.5957,-0.1731
HMOM/22/66938,NW4 4EG,51.5892,-0.2241
HMOM/22/66657,NW2 1HR,51.5607,-0.2075
HMOAA/22/66967,NW2 1JP,51.5765,-0.216
HMOM/22/67089,NW4 2BD,51.588,-0.2194
HMOM/22/67409,NW2 1QT,51.5682,-0.212
HMOM/22/66671,NW4 4LH,51.593,-0.229
HMOAA/22/67581,NW4 3PA,51.5785,-0.2276
HMOAA/23/67650,NW4 3BY,51.5858,-0.2298
HMOAA/23/67697,NW2 2NG,51.5651,-0.2052
HMOM/22/66973,N12 8NR,51.6115,-0.1795
HMOM/22/67239,N2 9EA,51.5914,-0.1626
HMOAA/22/67501,NW2 2NP,51.5635,-0.2024
HMOAA/22/67568,N12 0HY,51.6054,-0.1812
HMOAA/23/67684,N2 0XD,51.589,-0.1683
HMOM/22/66513,NW4 3AD,51.5835,-0.2274
HMOM/22/66520,NW4 3HB,51.5793,-0.233
HMOM/22/67152,NW11 7HA,51.5677,-0.1834
HMOM/22/67156,N20 0QA,51.6233,-0.1768
HMOM/22/67124,NW4 1QB,51.5902,-0.2214
HMOAA/22/67632,NW9 5QJ,51.6011,-0.2425
HMOM/22/67279,NW11 7PE,51.5736,-0.196
HMOAA/22/67328,NW4 3QH,51.5813,-0.2245
HMOM/22/67369,N12 8BD,51.6193,-0.1802
HMOM/22/66632,N11 3AE,51.618,-0.1479
HMOM/22/66679,NW11 9EY,51.5775,-0.2117
HMOAA/22/67210,N3 1QN,51.6041,-0.1915
HMOAA/23/67696,N3 2JJ,51.5991,-0.1916
HMOM/22/66692,N12 8NR,51.6115,-0.1795
HMOM/22/67388,NW11 9SS,51.5748,-0.2082
HMOAA/23/67750,NW11 8DL,51.5642,-0.197
HMOM/22/66955,NW4 4RL,51.5926,-0.2255
HMOM/22/66979,HA8 8RT,51.624,-0.2751
HMOAA/22/67297,NW11 0HG,51.5818,-0.2037
HMOAA/22/67410,NW11 8EE,51.572,-0.1972
HMOM/22/66734,N12 0HJ,51.6076,-0.1816
HMOAA/23/67720,EN4 9PE,51.6503,-0.1677
HMOAA/23/67734,NW4 1QB,51.5902,-0.2214
HMOAA/22/67534,NW4 4DG,51.589,-0.2221
HMOAA/23/67751,N2 8JW,51.5951,-0.1765
HMOM/22/67100,NW9 6SG,51.5884,-0.2522
HMOAA/22/67230,NW4 3LU,51.5815,-0.2271
HMOAA/22/67577,NW4 4TE,51.5972,-0.234
HMOAA/22/67578,N3 2HH,51.5995,-0.1881
HMOM/22/66687,NW4 2SB,51.5878,-0.2157
HMOM/22/67416,N3 1XT,51.6038,-0.1905
HMOAA/22/67457,N3 1QR,51.6045,-0.1905
HMOAA/22/67186,N2 0JS,51.5911,-0.1799
HMOM/23/67675,N2 8BL,51.5929,-0.1698
HMOAA/22/67427,N3 1EY,51.6064,-0.1964
HMOM/22/67575,N2 9EL,51.5901,-0.1619
HMOAA/22/67616,NW11 8ES,51.5717,-0.1994
HMOAA/23/67661,NW4 2EJ,51.5846,-0.2234
HMOAA/22/67468,NW4 2BH,51.588,-0.2181
HMOAA/23/67737,N12 8FA,51.6211,-0.177
HMOM/23/67740,NW4 3RD,51.5786,-0.2197
HMOM/23/67747,NW2 1FB,51.5682,-0.2178
HMOAA/23/67755,NW2 3AE,51.5569,-0.213
HMOM/22/66656,NW4 2JX,51.5889,-0.2102
HMOM/22/67158,N12 7NG,51.6144,-0.1823
HMOM/22/67052,NW4 1QB,51.5902,-0.2214
HMOM/22/67266,N3 2SG,51.5986,-0.1881
HMOM/22/67266,NW4 1BT,51.5904,-0.2207
HMOAA/22/67472,NW4 1BT,51.5904,-0.2207
HMOM/22/66916,N11 3HA,51.6172,-0.1487
HMOAA/22/67522,NW11 6JP,51.5855,-0.1815
HMOM/22/66984,N12 8JT,51.6157,-0.177
HMOAA/22/67139,NW2 3AD,51.5561,-0.2133
HMOM/22/67252,N11 3EZ,51.6102,-0.149
HMOM/22/67557,NW11 9HS,51.5794,-0.2098
HMOAA/23/67694,N12 9HG,51.6152,-0.164
HMOM/22/66799,N20 0PJ,51.6268,-0.1758
HMOM/22/67360,NW11 0DS,51.5851,-0.2029
HMOM/22/67538,NW4 4NT,51.5828,-0.2344
HMOM/22/67514,NW4 2AE,51.5867,-0.2169
HMOAA/22/67535,NW2 1BP,51.5616,-0.2137
HMOAA/22/67539,N2 8JW,51.5951,-0.1765
HMOM/22/67035,N11 1NE,51.6162,-0.1429
HMOM/22/67079,NW9 5JU,51.598,-0.2524
HMOAA/23/67763,N3 1RT,51.5998,-0.1962
HMOM/22/67070,NW4 4JB,51.5927,-0.2332
HMOAA/22/67344,NW4 1BN,51.5898,-0.221
HMOAA/22/67424,N3 2RA,51.5991,-0.1824
HMOAA/22/67474,NW2 2RJ,51.557,-0.2088
HMOAA/23/67692,NW2 1JR,51.5769,-0.2158
HMOAA/23/67731,N2 8NH,51.5959,-0.174
HMOAA/23/67732,NW4 4LJ,51.593,-0.2296
HMOAA/23/67744,NW4 4DG,51.589,-0.2221
HMOAA/23/67759,NW4 3PU,51.5777,-0.2355
HMOM/23/67758,NW4 1SJ,51.5932,-0.225
HMOAA/22/67592,NW11 8JL,51.5742,-0.198
HMOAA/22/67597,N3 2BS,51.6028,-0.1909
HMOAA/22/67452,N20 0RA,51.6269,-0.175
HMOAA/22/67626,NW11 6DA,51.589,-0.1948
HMOAA/23/67717,NW9 4DD,51.5933,-0.243
HMOM/22/66681,NW9 6AB,51.5799,-0.2412
HMOME/22/66826,HA8 9HY,51.61,-0.2676
HMOAA/22/67450,N2 9DX,51.5918,-0.1629
HMOAA/22/67617,N2 8NA,51.5966,-0.1719
HMOAA/22/67571,N2 8JW,51.5951,-0.1765
HMOAA/23/67767,NW4 2TH,51.5834,-0.2235
HMOM/22/66474,NW11 9BY,51.5764,-0.2058
HMOM/22/67071,N3 3PS,51.5931,-0.209
HMOM/22/67099,NW4 2LJ,51.5844,-0.2162
HMOAA/22/67278,NW11 8DD,51.568,-0.1945
HMOAA/22/67282,NW4 2SA,51.5877,-0.2152
HMOM/22/67036,N12 8RP,51.6175,-0.1774
HMOM/22/67075,NW4 4LD,51.5891,-0.2259
HMOAA/23/67781,NW4 4RB,51.5963,-0.2278
HMOAA/23/67787,N2 0DR,51.5858,-0.1803
HMOM/23/67646,NW2 2NG,51.5651,-0.2052
HMOAA/23/67657,N2 9ED,51.5907,-0.1643
HMOAA/22/67117,EN4 8HP,51.6447,-0.1586
HMOM/22/67342,NW2 2SA,51.5564,-0.2076
HMOAA/22/67630,NW4 3SN,51.5836,-0.2329
HMOM/23/67752,NW11 9AS,51.5782,-0.205
HMOM/22/66655,EN5 5AD,51.649,-0.1891
HMOAA/22/67205,NW2 2PH,51.5598,-0.1979
HMOM/23/67714,NW2 2LX,51.5628,-0.2049
HMOM/22/66884,NW4 4EN,51.5891,-0.2237
HMOM/22/66874,NW11 9ED,51.5753,-0.2143
HMOM/22/66972,NW4 3EL,51.5822,-0.2333
HMOAA/22/66977,HA8 7EL,51.6123,-0.2808
HMOM/23/67806,NW2 1RE,51.5603,-0.2116
HMOAA/22/67627,NW4 1RR,51.5901,-0.2232
HMOAA/23/68169,NW4 1BN,51.5898,-0.221
HMOAA/23/68170,NW4 4LF,51.597,-0.2351
HMOAA/23/68478,NW11 0QR,51.5826,-0.1999
HMOM/23/68025,NW2 2LY,51.5649,-0.2059
HMOAA/23/68869,NW11 6JJ,51.5856,-0.1827
HMOAA/23/68930,NW9 4FX,51.596,-0.2473
HMOAA/23/67866,NW4 3PH,51.5775,-0.2316
HMOAA/23/68486,HA8 7LS,51.6141,-0.2775
HMOM/23/68739,NW4 1DA,51.5909,-0.2132
HMOAA/23/68361,NW11 6NE,51.5849,-0.1835
HMOAA/23/68432,NW4 4DU,51.5898,-0.2238
HMOAA/23/69222,N2 9AE,51.597,-0.1712
HMOAA/23/68390,NW11 7EF,51.5734,-0.1905
HMOAA/23/68410,NW2 2HP,51.5608,-0.1968
HMOAA/23/68450,N3 2HB,51.6022,-0.1921
HMOAA/23/68709,NW11 0QR,51.5826,-0.1999
HMOM/23/68258,EN5 5UZ,51.6558,-0.2021
HMOAA/23/68055,NW9 6RZ,51.5924,-0.2482
HMOAA/23/68269,NW4 4LG,51.5975,-0.2347
HMOAA/23/68385,NW2 1AJ,51.5721,-0.2207
HMOAA/23/67958,N2 8DB,51.592,-0.167
HMOM/23/68056,NW11 0PE,51.5772,-0.1998
HMOAA/23/68101,N3 1RB,51.6043,-0.1976
HMOM/23/68885,N11 3EH,51.6152,-0.1467
HMOAA/23/67858,N12 8LJ,51.614,-0.1771
HMOM/23/67931,NW11 8JY,51.5724,-0.1974
HMOM/23/68516,N3 2EE,51.602,-0.1808
HMOAA/23/68036,NW9 4BZ,51.5927,-0.2404
HMOM/23/68434,NW9 6BP,51.5902,-0.2543
HMOM/23/68517,N2 0LN,51.5892,-0.1738
HMOM/23/68759,N2 0NJ,51.5898,-0.1696
HMOAA/23/69282,N2 0SJ,51.5934,-0.176
HMOM/23/67890,NW4 4EY,51.585,-0.2347
HMOAA/23/68466,NW2 2LX,51.5628,-0.2049
HMOAA/23/68466,NW2 2LX,51.5628,-0.2049
HMOM/23/69030,NW4 3JD,51.5749,-0.2333
HMOM/23/68977,N12 9BG,51.6141,-0.1606
HMOAA/23/68475,NW11 9LG,51.5817,-0.2119
HMOAA/23/68509,NW11 9NN,51.5782,-0.2074
HMOAA/23/68600,NW4 2DT,51.5865,-0.22
HMOAA/23/67851,NW4 1BN,51.5898,-0.221
HMOM/23/67882,NW11 9RL,51.5731,-0.2088
HMOAA/23/68022,N12 8DZ,51.6133,-0.1814
HMOAA/23/68521,NW9 7DY,51.5765,-0.2389
HMOM/23/67954,NW7 1RP,51.6145,-0.2149
HMOAA/23/68341,N3 2HB,51.6022,-0.1921
HMOAA/23/68358,N3 2NA,51.6083,-0.183
HMOAA/23/69080,NW4 2RN,51.589,-0.2177
HMOAA/23/68024,NW9 4BZ,51.5927,-0.2404
HMOAA/23/68538,HA8 0TB,51.606,-0.2662
HMOM/23/68629,N12 9HH,51.6137,-0.1628
HMOAA/23/68732,NW2 1PB,51.5681,-0.2097
HMOM/23/68738,NW4 1DA,51.5909,-0.2132
HMOAA/23/68077,NW7 2QN,51.6022,-0.237
HMOM/23/68202,NW2 6QE,51.56,-0.2186
HMOM/23/68203,NW2 6QE,51.56,-0.2186
HMOAA/23/68280,N2 0SU,51.592,-0.1788
HMOAA/23/69044,NW4 3NH,51.5822,-0.2266
HMOAA/23/68598,NW4 3AN,51.5841,-0.228
HMOM/23/68605,EN5 2HS,51.6479,-0.2012
HMOAA/23/68663,NW11 9HS,51.5794,-0.2098
HMOAA/23/68767,NW11 0ER,51.5856,-0.2052
HMOM/23/67879,EN5 5HD,51.6512,-0.1836
HMOM/23/68140,N12 0LA,51.6113,-0.162
HMOM/23/69120,NW4 4SH,51.5893,-0.2366
HMOAA/23/69828,NW9 4FX,51.596,-0.2473
HMOAA/23/67853,N3 3NJ,51.5933,-0.1959
HMOAA/23/67875,N10 2LS,51.6009,-0.1468
HMOAA/23/69822,NW9 4FX,51.596,-0.2473
HMOM/23/68090,N12 9DA,51.6157,-0.1743
HMOAA/23/68433,NW4 3HH,51.5824,-0.2341
HMOAA/23/67835,NW4 1QB,51.5902,-0.2214
HMOAA/23/68037,NW9 4BZ,51.5927,-0.2404
HMOAA/23/67832,NW4 3ER,51.5802,-0.2356
HMOAA/23/67939,NW11 8EE,51.572,-0.1972
HMOAA/23/68126,NW4 3TR,51.5765,-0.2287
HMOM/23/68565,N20 0QG,51.6228,-0.1762
HMOAA/23/68363,NW4 3TA,51.5794,-0.2369
HMOAA/23/68823,N12 0BD,51.6079,-0.1772
HMOAA/23/68854,N12 0DE,51.6105,-0.1793
HMOAA/23/68889,NW9 4DD,51.5933,-0.243
HMOM/23/68524,HA8 7LS,51.6141,-0.2775
HMOM/23/68681,N3 2NS,51.6029,-0.1805
HMOM/23/68686,NW2 1SA,51.5626,-0.2083
HMOAA/23/67929,NW2 2SD,51.5573,-0.2074
HMOAA/23/68315,N20 0SY,51.6236,-0.1564
HMOAA/23/69192,NW9 4FX,51.596,-0.2473
HMOAA/23/68365,N12 0AR,51.6028,-0.1747
HMOAA/23/68384,NW9 4FZ,51.5957,-0.2478
HMOAA/23/68469,N2 9DR,51.593,-0.1604
HMOAA/23/68474,N2 8JX,51.5946,-0.1765
HMOM/23/69049,N2 8NH,51.5959,-0.174
HMOAA/23/68097,N3 3DY,51.5897,-0.2027
HMOM/23/68244,N11 1BY,51.6212,-0.1379
HMOAA/23/68571,NW4 3UY,51.5824,-0.2291
HMOAA/23/68904,NW9 4FX,51.596,-0.2473
HMOAA/23/69825,NW9 4FX,51.596,-0.2473
HMOM/23/67836,NW4 1QB,51.5902,-0.2214
HMOM/23/67947,NW11 9SX,51.5759,-0.2087
HMOM/23/68246,HA8 9JF,51.6099,-0.268
HMOM/23/68422,N12 8PT,51.6178,-0.1771
HMOM/23/68554,NW11 0QR,51.5826,-0.1999
HMOM/23/68843,NW4 3RU,51.5816,-0.2325
HMOAA/23/69139,N10 1AP,51.605,-0.1495
HMOAA/23/68032,N3 3LD,51.5951,-0.199
HMOM/23/68654,HA8 9AL,51.6104,-0.2737
HMOAA/23/68268,NW4 3TA,51.5794,-0.2369
HMOM/23/68812,N11 3QA,51.6128,-0.145
HMOM/23/68282,NW4 4TG,51.5957,-0.2342
HMOAA/23/67867,NW9 6AJ,51.5789,-0.2402
HMOAA/23/68010,N3 1HR,51.6033,-0.1974
HMOAA/23/68381,NW4 3TA,51.5794,-0.2369
HMOM/23/67865,NW4 4TR,51.6002,-0.2342
HMOAA/23/67841,NW4 3ER,51.5802,-0.2356
HMOAA/23/67848,NW4 1BN,51.5898,-0.221
HMOAA/23/68404,NW11 8BB,51.5752,-0.2026
HMOM/23/68585,NW11 0QX,51.5835,-0.2
HMOAA/23/68839,NW4 3LU,51.5815,-0.2271
HMOM/23/69860,NW4 1DY,51.5926,-0.2129
HMOM/23/68734,N3 3LL,51.595,-0.2002
